school_name,city,state,website
fairborn high school,fairborn,ohio,https://www.fairborn.k12.oh.us/fairbornhighschool_home.aspx
fairbury jr sr high school,fairbury,nebraska,https://www.fairburyjeffs.org/jr-sr-hs-information/
fairfield area high school,fairfield,pennsylvania,https://www.fairfieldpaschools.org/
fairfield high school,fairfield,iowa,https://www.fairfieldsfuture.org/o/fhs
fairland high school,proctorville,ohio,https://www.fairland.k12.oh.us/fairlandhighschool_home.aspx
fairmont preparatory academy,anaheim,california,https://www.fairmontschools.com/
fairview high school,fairview,oklahoma,https://www.fairviewschools.net/156314_2
faith christian school,anniston,alabama,https://www.faithchristian.info/
faith christian academy,martinsburg,west virginia,https://www.faithchristianacademy.net/
oak cliff faith family academy,dallas,texas,https://www.faithfamilyacademy.org/students-parents/oak-cliff-campus
faith heritage school,syracuse,new york,https://www.faithheritageschool.org/
faith christian school,lafayette,indiana,https://www.faithlafayette.org/school
fairless high school,navarre,ohio,https://www.falcon.stark.k12.oh.us/1/home
fall creek high,fall creek,wisconsin,https://www.fallcreek.k12.wi.us/high/
b m c durfee high school,fall river,massachusetts,https://www.fallriverschools.org/durfee
fallsburg junior senior high school,fallsburg,new york,https://www.fallsburgcsd.net/schools/junior_senior_high_school
falmouth high,falmouth,massachusetts,https://www.falmouth.k12.ma.us/fhs
impact academy of arts and technology,hayward,california,https://www.falmouth.k12.ma.us/fhs
faith academy marble falls,marble falls,texas,https://www.famf.org/
south high school,fargo,north dakota,https://www.fargo.k12.nd.us/South
farmersville high school,farmersville,california,https://www.farmersville.k12.ca.us/fhs
farmingdale high school,farmingdale,new york,https://www.farmingdaleschools.org/schools/farmingdale_high_school
farwell high school,farwell,michigan,https://www.farwellschools.net/domain/17
fairview school,fairview,michigan,https://www.fask12.org/
french american school of new york,larchmont,new york,https://www.fasny.org/
father lopez catholic high school,daytona beach,florida,https://www.fatherlopez.org/
fatima high,westphalia,missouri,https://www.fatimacomets.org/
the fayetteville academy,fayetteville,north carolina,https://www.fayacademy.org/
fayette county high school,fayette,alabama,https://www.fayette.k12.al.us/FayetteCountyHigh
fayetteville schools,fayetteville,texas,https://www.fayettevilleisd.net/
first baptist school,charleston,south carolina,https://www.fbschool.org/
faith christian academy,goldsboro,north carolina,https://www.fcagoldsboro.com/
fairfield christian academy,lancaster,ohio,https://www.fcaknights.org/
founders academy of las vegas,las vegas,nevada,https://www.fcalv.net/
whitewater high school,fayetteville,georgia,https://www.fcboe.org/whs
first coast christian school,jacksonville,florida,https://www.fccsjax.org/
fairfield comm high school,fairfield,illinois,https://www.fchsmules.com/
steam academy,lexington,kentucky,https://www.fcps.net/
bryan station high school,lexington,kentucky,https://www.fcps.net/BSHS
fcps virtual academy,lexington,kentucky,https://www.fcps.net/Page/18476
martin l king acad for excellence alt,lexington,kentucky,https://www.fcps.net/mlk
liberty high school,bealeton,virginia,https://www.fcps1.org/Liberty
faith christian school,yuba city,california,https://www.fcs-k12.org/
fayetteville high school,fayetteville,tennessee,https://www.fcsboe.org/fhs
bunn high school,bunn,north carolina,https://www.fcschools.net/bunnhighschool
franklinton high school,franklinton,north carolina,https://www.fcschools.net/franklintonhighschool
florence christian school,florence,south carolina,https://www.fcseagles.org/
franklin county high school,winchester,tennessee,https://www.fcstn.net/
franklin county technical,turners falls,massachusetts,https://www.fcts.us/
vista del lago high,folsom,california,https://www.fcusd.org/vdlhs
vista del lago high school,folsom,california,https://www.fcusd.org/vdlhs
walnutwood high independent study,rancho cordova,california,https://www.fcusd.org/whs
frederick douglass academy,new york,new york,https://www.fda1harlem.org/
frederick douglass academy vi high school,far rockaway,new york,https://www.fdavi.org/
fort dodge high school,fort dodge,iowa,https://www.fdschools.org/schools/fort-dodge-senior-high/
feather river charter,meridian,california,https://www.featherrivercharter.org/
federal hocking high school,stewart,ohio,https://www.fedhock.com/o/fedhock/page/federal-hocking-high-school
felicity franklin local high school,felicity,ohio,https://www.felicityschools.org/
fenger academy high school,chicago,illinois,https://www.fengerhighschool.org/
fennville public high school,fennville,michigan,https://www.fennville.org/domain/23
fenway high school,roxbury,massachusetts,https://www.fenwayhs.org/
mccluer high school,florissant,missouri,https://www.fergflor.org/Domain/23
mccluer north high school,florissant,missouri,https://www.fergflor.org/Domain/23
steam academy at middle school b high scho,ferguson,missouri,https://www.fergflor.org/mccluer-south-berkeley-high
university high school,ferndale,michigan,https://www.ferndaleschools.org/schools/UHS/
ferndale high school,ferndale,michigan,https://www.ferndaleschools.org/schools/fhs/
tri county educational center,ferndale,michigan,https://www.ferndaleschools.org/schools/tcec/
elmira high school,elmira,oregon,https://www.fernridge.k12.or.us/elmirahs/
holy martyrs cabayan elementaryferrahian high sch,encino,california,https://www.ferrahian.com/
hillcrest lutheran academy,fergus falls,minnesota,https://www.ffhillcrest.org/
fairport harding high school,fairport harbor,ohio,https://www.fhevs.org/
central high school,grand rapids,michigan,https://www.fhps.net/directory/?wdt_column_filter%5BBuilding%5D=Central%20High%20School
eastern high school,grand rapids,michigan,https://www.fhps.net/directory/?wdt_column_filter%5BBuilding%5D=Central%20High%20School
forest hill central high school,grand rapids,michigan,https://www.fhps.net/directory/?wdt_column_filter%5BBuilding%5D=Central%20High%20School
eastern high school,ada,michigan,https://www.fhps.net/high-schools/eastern/
futures high,sacramento,california,https://www.fhscharter.org/
flushing international high school,flushing,new york,https://www.fihsnyc.org/
firelands high school,oberlin,ohio,https://www.firelandsschools.org/
shannon forest christian school,greenville,south carolina,https://www.firstpresacademy.com/
fredericksburg high school,fredericksburg,texas,https://www.fisd.org/FHS
fisher junior senior high school,fisher,illinois,https://www.fisherk12.org/
fisher juniorsenior high school,fisher,illinois,https://www.fisherk12.org/
la vista high continuation,fullerton,california,https://www.fjuhsd.org/Domain/14
yeshivah of flatbush joel braverman high school,brooklyn,new york,https://www.flatbush.org
flatonia secondary,flatonia,texas,https://www.flatoniaisd.net/
fannie lou hamer freedom high school,bronx,new york,https://www.flhfhs.org/
flint hill school,oakton,virginia,https://www.flinthill.org/
flora high school,flora,illinois,https://www.floraschools.com/FHS/
florence carlton high school,florence,montana,https://www.florencecarlton.org/
florence high school,florence,texas,https://www.florenceisd.net/83427_2
s s seward institute,richland center,wisconsin,https://www.floridaufsd.org/s-s-seward-institute/
floyd county high school,floyd,virginia,https://www.floyd.k12.va.us/Domain/9
floydada high school,floydada,texas,https://www.floydadaisd.esc17.net/page/floydada-highjr-high-school
coosa high school,rome,georgia,https://www.floydboe.net/coosahigh
floyd high school,floyd,new mexico,https://www.floydbroncos.com/
flushing high school,flushing,new york,https://www.flushinghighschool.org/
flushing high school,flushing,michigan,https://www.flushingschools.org/
flvs,orlando,florida,https://www.flvs.net/
frank mccourt high school,new york,new york,https://www.fmhsnyc.org/
wellwood middle school,manlius,new york,https://www.fmschools.org/
fayetteville manlius senior high school,manlius,new york,https://www.fmschools.org/fayetteville-manlius-high-school/
foley senior high school,foley,minnesota,https://www.foley.k12.mn.us/page/2455
food and finance high school,new york,new york,https://www.foodfinancehs.org/
foothill high school,palo cedro,california,https://www.foothillcougars.com/
fordham high school for the arts,bronx,new york,https://www.fordhamhighschoolforthearts.org/
fordham leadership academy for business and technolo,bronx,new york,https://www.fordhamleadership.com/
forest high school,forest,mississippi,https://www.forest.k12.ms.us/o/fhs
forest charter,nevada city,california,https://www.forestcharter.com/
forest city high school,forest city,iowa,https://www.forestcity.k12.ia.us/schools/high-school
turpin high school,cincinnati,ohio,https://www.foresthills.edu/turpin/
alliance academy for innovation,cumming,georgia,https://www.forsyth.k12.ga.us/alliance
fort bend christian academy,sugar land,texas,https://www.fortbendchristian.org/
thurgood marshall high school,missouri city,texas,https://www.fortbendisd.com/mhs
willowridge high school,houston,texas,https://www.fortbendisd.com/whs
fort osage high school,independence,missouri,https://www.fortosage.net/domain/87
fort plain junior senior high school,fort plain,new york,https://www.fortplain.org/fort-plain-jr-sr-high-school/
fort recovery high school,fort recovery,ohio,https://www.fortrecoveryschools.org/
fort atkinson high school,fort atkinson,wisconsin,https://www.fortschools.org/domain/294
northside high school,fort smith,arkansas,https://www.fortsmithschools.org/northside
southside high school,fort smith,arkansas,https://www.fortsmithschools.org/southside
fortuna union high school,fortuna,california,https://www.fortunahigh.org/
north side high school,fort wayne,indiana,https://www.fortwayneschools.org/northside
south side high school,fort wayne,indiana,https://www.fortwayneschools.org/southside
wayne high school,fort wayne,indiana,https://www.fortwayneschools.org/wayne
foshay learning center,los angeles,california,https://www.foshaylc.org/
fosston secondary,fosston,minnesota,https://www.fosston.k12.mn.us/page/fosston-high-school
fostoria juniorsenior high school,fostoria,ohio,https://www.fostoriaschools.org/o/jshs
foundation academy,winter garden,florida,https://www.foundationacademy.net/
northwest arkansas classical academy high,bentonville,arkansas,https://www.foundersbentonville.com/
founders classical academy of leander,leander,texas,https://www.foundersleander.com/
four corners upper school,davenport,florida,https://www.fourcornersupperschool.org/
four winds community high school,fort totten,north dakota,https://www.fourwinds.k12.nd.us/o/fwhs
fowler high school,fowler,california,https://www.fowlerusd.org/Domain/12
fowlerville high school,fowlerville,michigan,https://www.fowlervilleschools.org/high-school/
foxborough regional charter school,foxborough,massachusetts,https://www.foxboroughrcs.org/
seckman sr high school,imperial,missouri,https://www.foxc6.org/seckmanhs
first presbyterian day school,macon,pennsylvania,https://www.fpdmacon.org/
franklin parish high school,winnsboro,louisiana,https://www.fpsb.us/franklinparishhighschool_home.aspx
fredericktown high school,fredericktown,missouri,https://www.fpsk12.org/schools/high
frankfort high school,frankfort,michigan,https://www.frankfort.k12.mi.us/
franklin monroe high school,arcanum,ohio,https://www.franklin-monroe.k12.oh.us/1/home
phil campbell high school,phil campbell,alabama,https://www.franklin.k12.al.us/Domain/11
tharptown high school,russellville,alabama,https://www.franklin.k12.al.us/Domain/14
red bay high school,red bay,alabama,https://www.franklin.k12.al.us/Domain/15
franklin county school,eastpoint,florida,https://www.franklincountyschools.org/domain/48
franklin juniorsenior high school,franklin,illinois,https://www.franklinhigh.com/
benjamin franklin senior high school,los angeles,california,https://www.franklinhs.org/
frankston high school,frankston,texas,https://www.frankstonisd.net/Content2/120
fraser high school,fraser,michigan,https://www.fraser.k12.mi.us/Domain/16
frazee secondary,frazee,minnesota,https://www.frazee.k12.mn.us/schools/frazee-high-school
frazier high school,perryopolis,pennsylvania,https://www.frazierschooldistrict.org/frazierhighschool
franklin road christian school,murfreesboro,tennessee,https://www.frcsminutemen.com/
frederica academy,st simons island,georgia,https://www.fredericaacademy.org/
sherando high school,stephens city,virginia,https://www.frederickcountyschoolsva.net/shs
fredonia middle school,fredonia,new york,https://www.fredonia.wnyric.org/domain/37
fredonia sr high school,fredonia,kansas,https://www.fredoniaks.com/196299_2
freedom area senior high school,freedom,pennsylvania,https://www.freedomareaschools.org/Domain/107
freedom high school,outagamie county,wisconsin,https://www.freedomschools.k12.wi.us/schools/highschool/
freeman high school,rockford,washington,https://www.freemansd.org/Page/1935
freeport high school,freeport,new york,https://www.freeportschools.org/schools/freeport_hs
fremont high school,fremont,michigan,https://www.fremont.net/schools/hs/
fremont christian school,fremont,california,https://www.fremontchristian.com/
fremont mills middle and senior high school,tabor,iowa,https://www.fremontmills.org/
fremont ross high school,fremont,ohio,https://www.fremontschools.net/schools/Ross-High-School/
french settlement high school,french settlement,louisiana,https://www.frenchsettlementhigh.com/
fresno christian schools,fresno,california,https://www.fresnochristian.com/
erma duncan polytechnical high school,fresno,california,https://www.fresnou.org/
freehold township high school,englishtown,new jersey,https://www.frhsd.com/
friends select school,philadelphia,pennsylvania,https://www.friends-select.org/
friends central school,wynnewood,pennsylvania,https://www.friendscentral.org/
friendship central school,friendship,new york,https://www.friendship.wnyric.org/
friendship christian school,lebanon,tennessee,https://www.friendshipchristian.org/
frontier stem high school,kansas city,missouri,https://www.frontierschools.org/Campus?campus=fshs
frost high school,frost,texas,https://www.frostisd.com/
fruitland high school,fruitland,idaho,https://www.fruitlandschools.org/o/fhs
fruitport high school,fruitport,michigan,https://www.fruitportschools.net/schools/fruitport-high-school/
freeport high school,freeport,illinois,https://www.fsd145.org/FHS
fort stockton high school,fort stockton,texas,https://www.fsisd.net/Domain/12
first state military academy,clayton,delaware,https://www.fsmilitary.org/
florida state university high school,tallahassee,florida,https://www.fsus.school/domain/27
sem yeto continuation high school,fairfield,california,https://www.fsusd.org/o/syhs
florida southwestern collegiate high school,punta gorda,florida,https://www.fsw.edu/wp/cchs/
edison collegiate high school,ft myers,florida,https://www.fsw.edu/wp/lchs/
frenchtown high school,frenchtown,montana,https://www.ftsd.org/
fullington academy,pine hurst,georgia,https://www.fullingtonacademy.com/
g ray bodley high school,fulton,new york,https://www.fultoncsd.org/domain/26
banneker high school,college park,georgia,https://www.fultonschools.org/bannekerhs
creekside high school,fairburn,georgia,https://www.fultonschools.org/creeksidehs
tri cities high school,east point,georgia,https://www.fultonschools.org/domain/5363
independence high school,roswell,georgia,https://www.fultonschools.org/independencehs
cambridge high school,johns creek,georgia,https://www.fultonschools.org/johnscreekhs
roswell high school,milton,georgia,https://www.fultonschools.org/miltonhs
fuqua school,farmville,virginia,https://www.fuquaschool.com/
citrus high continuation,fontana,california,https://www.fusd.net/CitrusHigh
jurupa hills high school,fontana,california,https://www.fusd.net/Domain/43
fontana a b miller high,fontana,california,https://www.fusd.net/abmiller
fontana high,fontana,california,https://www.fusd.net/fohi
coconino high school,flagstaff,arizona,https://www.fusd1.org/chs
flagstaff high school,flagstaff,arizona,https://www.fusd1.org/domain/924
florence high school,florence,arizona,https://www.fusdaz.com/fhs
san tan foothills high school,queen creek,arizona,https://www.fusdaz.com/foothills
poston butte high school,san tan valley,arizona,https://www.fusdaz.com/pbhs
carter riverside high school,fort worth,texas,https://www.fwisd.org/AmonCarterRiverside
dunbar high school,fort worth,texas,https://www.fwisd.org/Dunbar
eastern hills high school,fort worth,texas,https://www.fwisd.org/EasternHills
marine creek collegiate high school,fort worth,texas,https://www.fwisd.org/MarineCreek
o d wyatt high school,fort worth,texas,https://www.fwisd.org/ODWyatt
southwest high school,fort worth,texas,https://www.fwisd.org/Southwest
young mens leadership academy,fort worth,texas,https://www.fwisd.org/YMLA
diamond hill jarvis high school,fort worth,texas,https://www.fwisd.org/diamondhilljarvis
polytechnic high school,fort worth,texas,https://www.fwisd.org/polytechnic
trimble technical high school,fort worth,texas,https://www.fwisd.org/trimbletech
western hills high school,fort worth,texas,https://www.fwisd.org/westernhills
decatur high school,federal way,washington,https://www.fwps.org/Decatur
thomas jefferson high school,auburn,washington,https://www.fwps.org/ThomasJefferson
federal way high school,federal way,washington,https://www.fwps.org/fwhs
todd beamer high school,federal way,washington,https://www.fwps.org/tbhs
guardian angels central catholic school,west point,nebraska,https://www.gaccbluejays.org/
gage park high school,chicago,illinois,https://www.gageparkhs.org/?x=true
gahanna christian academy,gahanna,ohio,https://www.gahannachristianacademy.com/
gainesville high school,gainesville,texas,https://www.gainesvilleisd.org/ghs
girls acad leaders academy dr michelle king stem,los angeles,california,https://www.galacademy.org/
galena park isd career and technical echs,houston,texas,https://www.galenaparkisd.com/Domain/31
galena park independent school district career and technical echs,houston,texas,https://www.galenaparkisd.com/domain/77
gallatin county high school,warsaw,kentucky,https://www.gallatin.k12.ky.us/1/home
gallatin high school,junction,illinois,https://www.gallatincusd7.com/
gallia academy high school,gallipolis,ohio,https://www.gallipoliscityschools.k12.oh.us/1/home
garaway high school,sugarcreek,ohio,https://www.garaway.org/garaway7-12_home.aspx
gardena senior high school,gardena,california,https://www.gardenashs.org/
garden city high school,garden city,new york,https://www.gardencity.k12.ny.us/Domain/8
gardner high school,gardner,massachusetts,https://www.gardner-ma.gov/854/Gardner-High-School-8-12
james a garfield high school,garrettsville,ohio,https://www.garfield.sparcc.org/o/jag-high-school
garfield elementary,alhambra,california,https://www.garfieldelementary.org/
garfield heights high school,garfield heights,ohio,https://www.garfieldheightscityschools.com/garfieldheightshighschool_home.aspx
garland christian academy,garland,texas,https://www.garlandchristian.com/
lakeview centennial high school,rowlett,texas,https://www.garlandisdschools.net/rhs
sachse high school,rowlett,texas,https://www.garlandisdschools.net/rhs
palouse high school,palouse,washington,https://www.garpal.net/domain/32
garrard county high school,lancaster,kentucky,https://www.garrard.k12.ky.us/o/gchs
west side leadership academy,gary,indiana,https://www.garycsc.k12.in.us/west-side-leadership-academy-2/
gary school,gary,texas,https://www.garyisd.org/
amsterdam high school,amsterdam,new york,https://www.gasd.org/amsterdam-high-school/
bessemer city high school,bessemer city,north carolina,https://www.gaston.k12.nc.us/bchigh
cherryville high school,cherryville,north carolina,https://www.gaston.k12.nc.us/cherryvillehigh
gaston early college high school,dallas,north carolina,https://www.gaston.k12.nc.us/gastonearlycollege
hunter huss high school,gastonia,north carolina,https://www.gaston.k12.nc.us/huss
north gaston high school,dallas,north carolina,https://www.gaston.k12.nc.us/ngaston
gaston jrsr high school,gaston,oregon,https://www.gastonk12.org/
gateway early college high school,phoenix,arizona,https://www.gatewaycc.edu/gateway-early-college-high-school
gaynor mccown expeditionary learning school,staten island,new york,https://www.gaynormccownels.org/
perry learning center,grand blanc,michigan,https://www.gbcs.org/pic
grace brethren christian school,clinton,maryland,https://www.gbcseagles.org/
grand concourse academy charter school,bronx,new york,https://www.gcacs.org/
greenwood christian academy,greenwood,indiana,https://www.gcak12.org/
sonoraville high school,calhoun,georgia,https://www.gcbe.org/o/shs
giles county high school,pulaski,tennessee,https://www.gcboe.us/GCHS
richland school,lynnville,tennessee,https://www.gcboe.us/RS
greensburg central catholic high school,greensburg,pennsylvania,https://www.gcchs.org/Pages/default.aspx
jefferson scranton high school,jefferson,iowa,https://www.gccsd.k12.ia.us/o/gchs
gotham collaborative high school,bronx,new york,https://www.gchs.nyc/
garden city high school,garden city,texas,https://www.gckats.net/page/jr-high-high-school
gibson county high school,dyer,tennessee,https://www.gcpioneers.org/
southern garrett high school,oakland,maryland,https://www.gcps.net/southern-garrett-high
phoenix high school,lawrenceville,georgia,https://www.gcpsk12.org/PhoenixHS
mcclure health science high school,duluth,georgia,https://www.gcpsk12.org/mcclurehealthsciencehs
gloucester city jr sr high school,gloucester city,new jersey,https://www.gcsd.k12.nj.us/ghs
gouverneur high school,gouverneur,new york,https://www.gcsk12.org/high-school/
t wingate andrews high school,high point,north carolina,https://www.gcsnc.com/Andrews_High
high point central high school,high point,north carolina,https://www.gcsnc.com/High_Point_Central_High
gtcc middle college high,jamestown,north carolina,https://www.gcsnc.com/Middle_College_at_GTCC-Jamestown
northeast guilford high school,mcleansville,north carolina,https://www.gcsnc.com/Northeast_Guilford_High
james b dudley high school,greensboro,north carolina,https://www.gcsnc.com/dudley_high
early college at guilford,greensboro,north carolina,https://www.gcsnc.com/early_college_at_guilford
the early college at guilford,greensboro,north carolina,https://www.gcsnc.com/early_college_at_guilford
the middle college at uncg,greensboro,north carolina,https://www.gcsnc.com/middle_college_at_uncg
page high school,greensboro,north carolina,https://www.gcsnc.com/page_high
lucy ragsdale high school,jamestown,north carolina,https://www.gcsnc.com/ragsdale_high
southeast guilford high school,greensboro,north carolina,https://www.gcsnc.com/southeast_guilford_high
southern guilford high school,greensboro,north carolina,https://www.gcsnc.com/southern_guilford_high
southwest guilford high school,high point,north carolina,https://www.gcsnc.com/southwest_guilford_high
philip j weaver ed center,greensboro,north carolina,https://www.gcsnc.com/weaver_academy
western guilford high school,greensboro,north carolina,https://www.gcsnc.com/western_guilford_high
grace christian school,staunton,virginia,https://www.gcswarriors.org/
greene co tech high school,paragould,arkansas,https://www.gctsd.k12.ar.us/o/gcths
gillespie high school,gillespie,illinois,https://www.gcusd7.org
greenfield commonwealth virtual school,greenfield,massachusetts,https://www.gcvs.org/
groton dunstable regional,groton,massachusetts,https://www.gdrsd.org/o/gdrhs
general mclane high school,edinboro,pennsylvania,https://www.generalmclane.net/schools/general-mclane-high-school/
general trass high school,lake providence,louisiana,https://www.generaltrasshighschool.org/
slocomb high school,slocomb,alabama,https://www.genevacountyschools.com/slocombhs
geneva high school,geneva,new york,https://www.genevacsd.org/highschool
geneva high school,geneva,ohio,https://www.genevaschools.org/o/ghs
genoa hugo school,hugo,colorado,https://www.genoahugo.org/
genesee valley central school,belmont,new york,https://www.genvalley.org/
gering high school,gering,nebraska,https://www.geringschools.net/o/high-school
gerstell academy,finksburg,maryland,https://www.gerstell.org/#/
alliance gertz ressler high school,los angeles,california,https://www.gertzresslerhigh.org/
gloversville high school,gloversville,new york,https://www.gesdk12.org/o/ghs
green forest high school,green forest,arkansas,https://www.gf.k12.ar.us/highschool
great falls high school,great falls,montana,https://www.gfps.k12.mt.us/GFHS
central high school,grand forks,north dakota,https://www.gfschools.org/gfc
red river high school,grand forks,north dakota,https://www.gfschools.org/redriver
glens falls senior high school,glens falls,new york,https://www.gfsd.org/high-school/
gfw juniorsr high school 6 12,winthrop,minnesota,https://www.gfwschools.org/
gholson school,waco,texas,https://www.gholsonisd.org/
gilmanton high school,gilmanton,wisconsin,https://www.ghs.k12.wi.us/schools/high/
grant high school,dry prong,louisiana,https://www.ghscougars.com/
garner hayfield ventura high school,garner,iowa,https://www.ghvschools.org/garner-hayfield-venturahighschool_home.aspx
oscar a carlson high school,rockwood,michigan,https://www.gibdist.net/carlson-high
gibraltar high school,fish creek,wisconsin,https://www.gibraltar.k12.wi.us/
giddings high school,giddings,texas,https://www.giddingsisd.net/o/ghs
campo verde high school,gilbert,arizona,https://www.gilbertschools.net/campoverdehigh
gilbert high school,gilbert,arizona,https://www.gilbertschools.net/gilberthigh
gps global academy,gilbert,arizona,https://www.gilbertschools.net/global
mesquite high school,gilbert,arizona,https://www.gilbertschools.net/mesquitehigh
northwest high school,grand island,nebraska,https://www.ginorthwest.org/category/schools/high-school/
girard high,girard,kansas,https://www.girard248.org/vnews/display.v/SEC/GHS
girard senior high school,girard,ohio,https://www.girardcityschools.org/high-school
grosse ile high school,grosse ile,michigan,https://www.gischools.org/schools/highsc
german international school new york,white plains,new york,https://www.gisny.org/
german international school of silicon valley,mountain view,california,https://www.gissv.org/gissv-home-english
grantsburg high,grantsburg,wisconsin,https://www.gk12.net/page/2456
gladewater high school,gladewater,texas,https://www.gladewaterisd.com/Domain/11
gladwin high school,gladwin,michigan,https://www.gladwinschools.net/Page/193
minerva high school,minerva,ohio,https://www.gladwinschools.net/o/ghs
glasscock county mshs,gibson,georgia,https://www.glascock.k12.ga.us/
glasgow high school,glasgow,montana,https://www.glasgow.k12.mt.us/
glass city academy,toledo,ohio,https://www.glasscityacademy.org/?utm_source=google&utm_medium=organic&utm_campaign=gbp
global learning charter public school,new bedford,massachusetts,https://www.glcps.org/
glen cove high school,glen cove,new york,https://www.glencoveschools.org/hs
glendale adventist academy,glendale,california,https://www.glendaleacademy.org/
glenpool high school,glenpool,oklahoma,https://www.glenpoolps.org/schools/high/
glen ridge high school,glen ridge,new jersey,https://www.glenridge.org/domain/108
glenview college preparatory high school,phoenix,arizona,https://www.glenviewcollegeprep.com/
glenwood school,smiths station,alabama,https://www.glenwoodgators.org/
global concepts charter school,buffalo,new york,https://www.globalccs.org/domain/40
global impact stem academy,springfield,ohio,https://www.globalimpactacademy.org/
globe high school,globe,arizona,https://www.globeschools.org/o/ghs
green lake high school,green lake,wisconsin,https://www.glsd.k12.wi.us/
greater lawrence regional vocational technical,tyngsborough,massachusetts,https://www.gltech.org/
gr lawrence regional vocational technical,andover,massachusetts,https://www.glts.net/
greater miami adventist academy,miami,florida,https://www.gma.edu/
greenwood mennonite school,greenwood,delaware,https://www.gms-flames.org/
green meadow waldorf school,chestnut ridge,new york,https://www.gmws.org/
gr new bedford vocational technical,new bedford,massachusetts,https://www.gnbvt.edu/
gurdon high school,gurdon,arkansas,https://www.go-devils.net/page/ghs
vacaville christian schools,vacaville,california,https://www.go-vcs.com/
canyon rose academy,tucson,arizona,https://www.go2rose.com/schools/canyon-rose-academy/
mountain rose academy,tucson,arizona,https://www.go2rose.com/schools/mountain-rose-academy/
pima rose academy,tucson,arizona,https://www.go2rose.com/schools/pima-rose-academy/
goal digital academy,mansfield,ohio,https://www.goaldigital.org/
anderson preparatory academy,anderson,indiana,https://www.goapa.org/
bridgeport high school,bridgeport,michigan,https://www.gobearcats.net/o/bhs
gobles high school,gobles,michigan,https://www.gobles.org/o/gmhs
beavercreek high school,beavercreek,ohio,https://www.gocreek.org/o/bhs
groveport madison high school,groveport,ohio,https://www.gocruisers.org/highschool_home.aspx
robert h goddard high school,ozone park,new york,https://www.goddardhs308.org/
lee high school,wyoming,michigan,https://www.godfrey-lee.org/schools/lee-high-school/
godley high school,godley,texas,https://www.godleyisd.net/ghs
goldendale high school,goldendale,washington,https://www.goldendaleschools.org/domain/14
highlands senior high school,natrona heights,pennsylvania,https://www.goldenrams.com/Domain/77
golden view classical academy,golden,colorado,https://www.goldenviewclassical.org
menominee high school,menominee,michigan,https://www.gomaroons.org/page/about-menominee-junior-senior-high-school
gompers preparatory academy,san diego,california,https://www.gompersprep.org/
oakesdale high school,oakesdale,washington,https://www.gonighthawks.net/
gonzales high school,gonzales,texas,https://www.gonzalesisd.net/Domain/9
goodwill excel center pcs,washington,district of columbia,https://www.goodwillexcelcenter.org/
excel center anderson,anderson,indiana,https://www.goodwillindy.org/leadership/
st andrews episcopal school,ridgeland,michigan,https://www.gosaints.org/
goshen high school,goshen,alabama,https://www.goshenhs.com/
gosnell high school,gosnell,arkansas,https://www.gosnellschool.net/
grafton high school,grafton,north dakota,https://www.gospoilers.org/o/ghs
grandville calvin christian school,grandville,michigan,https://www.gosquires.org/hs/
tierra encantada charter school,sante fe,new mexico,https://www.gotecs.org/
williamston high school,williamston,michigan,https://www.gowcs.net/Domain/8
crosswinds high school,grand prairie,texas,https://www.gpisd.org/crosswinds
john dubiski career high school,grand prairie,texas,https://www.gpisd.org/dubiski
grand prairie fine arts academy,grand prairie,texas,https://www.gpisd.org/gpfineartsacademy
greenfield high school,greenfield,massachusetts,https://www.gpsk12.org/greenfield-high-school
blanchet catholic school,salem,oregon,https://www.gracebrethrenschools.com/
grace brethren schools,simi valley,california,https://www.gracebrethrenschools.com/
grace academy,chattanooga,tennessee,https://www.gracechatt.org/www
grace christian school,raleigh,north carolina,https://www.gracechristian.net/
grace christian school,medford,oregon,https://www.gracechristian.org/
grace christian school,anchorage,alaska,https://www.gracechristianalaska.org/
grace baptist christian school,hiram,georgia,https://www.graceedu.com/
grace christian school,huntington,west virginia,https://www.gracesoldiers.net/
grady school,lenorah,texas,https://www.gradyisd.org/
grady high school,grady,new mexico,https://www.gradyschool.com/
graford school,graford,texas,https://www.grafordisd.net/
granbury high school,granbury,texas,https://www.granburyisd.org/ghs
granby jr sr high school,granby,massachusetts,https://www.granbyschoolsma.org/
granby junior senior high school,granby,massachusetts,https://www.granbyschoolsma.org/
grand valley high school,orwell,ohio,https://www.grand-valley.k12.oh.us/page/high-school
grand center arts academy high school,st louis,missouri,https://www.grandcenterartsacademy.org/
hunter high,salt lake city,utah,https://www.graniteschools.org/
grant county high school,dry ridge,kentucky,https://www.grant.kyschools.us/highschool_home.aspx
petersburg high school,petersburg,west virginia,https://www.grantcountyschools.org/o/petersburg-hs
grass lake high school,grass lake,michigan,https://www.grasslakeschools.com/
gratton charter,denair,california,https://www.grattonschool.net/
gravette high school,gravette,arkansas,https://www.gravetteschools.net/o/ghs
gray collegiate academy,west columbia,south carolina,https://www.graycollegiateacademy.org/
gray stone day school,misenheimer,north carolina,https://www.graystoneday.org/
great bend high school,great bend,kansas,https://www.greatbendschools.net/schools/great-bend-high-school
greater atlanta christian school,norcross,georgia,https://www.greateratlantachristian.org/
great river school,st paul,minnesota,https://www.greatriverschool.org/
robert e lee high school,jacksonville,florida,https://www.greatschools.org/florida/jacksonville/941-Robert-E.-Lee-High-School/
